url,emails,telephones,facebook,twitter,instagram,linkedin,youtube,tiktok,contact_sources
https://hespress.com/,,,,,,,,,https://hespress.com/ ==> False
https://www.lefigaro.fr/,,,https://fr-fr.facebook.com/lefigaro/,"https://twitter.com/MEDIAFIGARO, https://twitter.com/Le_Figaro","https://www.instagram.com/media.figaro/, https://www.instagram.com/lefigaro/, https://www.instagram.com/14h_mediafigaro/","https://www.linkedin.com/company/le-figaro/mycompany/, https://www.linkedin.com/company/mediafigaro/",,https://www.tiktok.com/@lefigaro,"https://faq.lefigaro.fr/hc/fr?utm_source=faq&utm_medium=internal&utm_campaign=footer ==> False, https://faq.lefigaro.fr/hc/fr ==> False, https://media.figaro.fr/ ==> True, https://www.lefigaro.fr/ ==> True"
https://www.journaux.ma/,,,https://www.facebook.com/journauxMA,,,,,,"https://www.journaux.ma/ ==> True, https://www.journaux.ma/nous-contacter/ ==> True"
https://lematin.ma/,"contact@lematin.ma, m.boubou@lematin.ma, support@lematin.ma, y.baghdadi@lematin.ma, redactions@lematin.ma","0669904499, 0522478838, +212.522.20.30.48, 0665894112, +212.522.26.88.60, 0522489100, +212.522.48.91.58, +212.522.48.91.00, 02:28:00/2024","https://www.facebook.com/lematinsports, https://www.facebook.com/LeMatinjournal, https://www.facebook.com/assahraa.ma/",https://twitter.com/lematinpointma,"https://www.instagram.com/lematinsports, https://www.instagram.com/lematin.ma","https://linkedin.com/company/groupe-le-matin, https://www.linkedin.com/company/groupe-le-matin","https://youtube.com/lematinpointma, https://youtube.com/@lematinsports-6316","https://www.tiktok.com/@lematinpointma, https://www.tiktok.com/@lematin.sports","https://lematin.ma/kit-media ==> True, https://lematin.ma/publicite ==> False, https://lematin.ma/qui-sommes-nous ==> True, https://lematin.ma/nos-equipes ==> True, https://lematin.ma/contact ==> True, https://lematin.ma/ ==> True"
https://menara.ma/,,,https://www.facebook.com/Menara.ma/,https://twitter.com/menarama,,,https://www.youtube.com/channel/UCpsmG1-vMgaqKlbanlTcR-g,,"https://menara.ma/ ==> True, https://menara.ma/contact ==> True, https://menara.ma/qui-sommes-nous ==> True"
https://www.goud.ma/,ahmadovzahra@gmail.com,"212528892817, 00212 528892817, 00212238053",https://www.facebook.com/Goudmediaa,https://twitter.com/goudma1,https://www.instagram.com/goud.ma,,,https://www.tiktok.com/@goud.ma,"https://www.goud.ma/ ==> True, https://www.goud.ma/mentions-legales/ ==> True, https://www.goud.ma/%d9%84%d9%84%d8%a5%d8%aa%d8%b5%d8%a7%d9%84/ ==> True, https://www.goud.ma/#google_vignette ==> True, https://www.goud.ma/%d9%85%d9%86-%d9%86%d8%ad%d9%86%d8%9f/ ==> True"
https://www.leconomiste.com/,"publicite@leconomiste.com, mareaction@leconomiste.com, abonnement@leconomiste.com, redaction@leconomiste.com, communication@leconomiste.com","+212522365926, +212522953600",https://www.facebook.com/leconomistemaroc,https://twitter.com/Leconomiste_?utm_,https://www.instagram.com/leconomiste.officiel/,https://www.linkedin.com/company/leconomistemaroc,https://www.youtube.com/user/GroupeEcomedias?utm_,,"https://www.leconomiste.com/contact ==> True, https://www.leconomiste.com/ ==> True, https://www.leconomiste.com/membres-economiste ==> True, https://www.leconomiste.com/videos-institutionnelles ==> True"
https://www.lemonde.fr/,droitsdauteur@lemonde.fr,9522125107875,"https://www.facebook.com/lemonde.fr, https://www.facebook.com/privacy/policy/version/20220104","https://twitter.com/fr/privacy, https://twitter.com/lemondefr","https://www.instagram.com/lemondefr/?hl=fr, https://help.instagram.com/519522125107875/?helpref=uf_share",https://fr.linkedin.com/legal/privacy-policy/,https://www.youtube.com/user/LeMonde,https://www.tiktok.com/@lemondefr,"https://www.lemonde.fr/ ==> True, https://arcade.lemonde.fr/echecs/ ==> False, https://www.lemonde.fr/syndication/ ==> True"
https://lefaso.net/,"drame sekou54@yahoo.fr, theresi69@yahoo.fr, freeafrichei@gmail.com, raoul@uk4africa.com, ouedraogoissouf3@gmail.com, 0223.yahoo@gmail.com, lefasonet@gmail.com, iyempabou@yahoo.fr, cyriaque.pare@lefaso.net, stevenba1@live.fr, benao_cynthia@yahoo.com, sekou54@yahoo.fr, badoelisee@g,ail.com, contact@lefaso.net, zigfalconpic@gmail.com, divahe@yahoo.fr, ouatcha@hotmail.com, daruisdenon@yahoo.com, lefasonet@yahoo.fr, ouedraogo.rakis@gmail.com, admin@lefaso.net, cyriaque.pare@gmail.com, Koandakarim1985@yahoo.fr, tenere99@aol.com","79/74.74.59.74, (226)25352079, 65082779, 653270:784053433, 78215922, 70245059/79741930, 78731106, 0022674745974, 70245059/797419305, 76451804/70593462, 226747459747, (226)70740751, 451804/70593462, 8654814987200, +33631994114, 70234608, 6/7014864413, 70148644, 50.35.20.79/74.74.59.74, 226)25352079226)70740751, 01865481498, (00226)70250881, (226)74745974, 226)25352079226)74745974","https://www.facebook.com/sharer/sharer.php?u=https://lefaso.net/spip.php?article64819&amp;display=popup, https://www.facebook.com/sharer/sharer.php?u=https://lefaso.net/spip.php?article5736&amp;display=popup, https://www.facebook.com/lefaso.net, https://www.facebook.com/sharer/sharer.php?u=https://lefaso.net/spip.php?article32&amp;display=popup","https://twitter.com/intent/tweet?url=https://lefaso.net/spip.php?article32&amp;text=Ecrivez-nous, https://twitter.com/Lefaso_net, https://twitter.com/intent/tweet?url=https://lefaso.net/spip.php?article64819&amp;text=Les Editions Lefaso, https://twitter.com/Lefaso_net?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Escreen-name%3ALefaso_net%7Ctwcon%5Es2, https://twitter.com/intent/tweet?url=https://lefaso.net/spip.php?article5736&amp;text=Publicité",https://www.instagram.com/lefasonet/?hl=fr,"https://www.linkedin.com/sharing/share-offsite/?url=https://lefaso.net/spip.php?article64819, https://www.linkedin.com/sharing/share-offsite/?url=https://lefaso.net/spip.php?article32, https://www.linkedin.com/sharing/share-offsite/?url=https://lefaso.net/spip.php?article5736",https://www.youtube.com/@LefasonetTV,,"https://lefaso.net/spip.php?article5736&rubrique17t ==> True, https://lefaso.net/spip.php?article64819 ==> True, https://lefaso.net/spip.php?article32&rubrique17 ==> True, https://lefaso.net/ ==> True"
https://www.lavieeco.com/,,,,,,,,,https://www.lavieeco.com/ ==> False
http://165.22.111.194/,,,,,,,,,http://165.22.111.194/ ==> False
https://lnt.ma/,,,https://www.facebook.com/LaNouvelleTribune,https://twitter.com/lanouvelleT,https://www.instagram.com/lnt.ma/?hl=fr,https://www.linkedin.com/company/la-nouvelle-tribune,,,"https://lnt.ma/ ==> True, https://lnt.ma/contact/ ==> True, https://lnt.ma/a-propos/ ==> True"
https://lobservateur.info/,,"212522465950212522465960, +212522260147, +212522465960, +212522465950",https://www.facebook.com/LobservateurDuMaroc/,https://twitter.com/LObsMarAf,https://www.instagram.com/lobservateur_du_maroc/,,https://www.youtube.com/channel/UCcvFra8f68F2jWHmV_JyshA,,"https://lobservateur.info/ ==> True, https://lobservateur.info/contact ==> True"
https://kifache.com/,"mahlasimo@gmail.com, kifacheinfo@gmail.com",,https://www.facebook.com/Kifache.Officiel/,https://twitter.com/kifachinfo,,,https://www.youtube.com/channel/UCDnHrNrivT4AkwJdAgE8ZCw,,"https://kifache.com/ ==> True, https://kifache.com/%d8%a7%d8%aa%d8%b5%d9%84-%d8%a8%d9%86%d8%a7/ ==> True, https://kifache.com/conditions/ ==> True, https://kifache.com/%d9%87%d9%8a%d8%a3%d8%a9-%d8%a7%d9%84%d8%aa%d8%ad%d8%b1%d9%8a%d8%b1/ ==> True, https://kifache.com/%d9%84%d9%84%d8%a5%d8%b4%d9%87%d8%a7%d8%b1/ ==> True"
https://www.libe.ma/,"admin@libe.ma, publiberation@gmail.com, chaabichady@libe.ma, mouradtabet@libe.ma, kamalmountassir@libe.ma, mohamedbouarab@libe.ma, hassanbentaleb@libe.ma, alainbouithy@libe.ma, annoncesliberation@libe.ma, liberation@libe.ma, mehdiouassat@libe.ma, Liberation@libe.ma, mohamedbenarbia@libe.ma","052262.09.72, 052261.94.04/052262.32.32, 052231.00.62, 052261.94.04, 0522620972, 052231.28.10, 0522619400/04, 052262.32.32",,,,,https://www.youtube.com/watch?v=kF2CWUWYF24,,"https://www.libe.ma/ ==> True, https://www.libe.ma/pages/ ==> True"
https://www.alalam.ma/,,,"https://www.facebook.com/alalam.web, https://www.facebook.com/alalamjournal/",https://twitter.com/alalam_web,https://www.instagram.com/alalam.web/,,https://www.youtube.com/channel/UCx71YxB3rtPRlRqdpi-SrNg,,"https://www.alalam.ma/%D8%A5%D8%B9%D9%84%D8%A7%D9%85-%D9%88%D8%AA%D9%88%D8%A7%D8%B5%D9%84_r17.html ==> True, https://www.alalam.ma/ ==> True"
https://aujourdhui.ma/,,"0522457563, 0522457560, 0522542009",https://www.facebook.com/aujourdhui.ma,https://twitter.com/AujourdhuiMa,https://www.instagram.com/aujourdhui.ma/,https://ma.linkedin.com/company/aujourd-hui-le-maroc,https://www.youtube.com/c/ALMWEBTV,,"https://aujourdhui.ma/#google_vignette ==> True, https://aujourdhui.ma/ ==> True, https://aujourdhui.ma/qui-sommes-nous ==> True, https://aujourdhui.ma/contact ==> True"
https://femmesdumaroc.com/,"courier@femmesdumaroc.com, courrier@femmesdumaroc.com","05.22.34.72.22, 05.22.95.02.80",https://www.facebook.com/FemmesDuMaroc.Caftan,https://twitter.com/femmesdumaroc,https://www.instagram.com/femmesdumaroc_officiel/,,https://www.youtube.com/@femmesdumaroc/featured,https://www.tiktok.com/@femmesdumaroc_officiel,"https://femmesdumaroc.com/qui-sommes-nous-3 ==> True, https://femmesdumaroc.com/author/alaoui ==> True, https://femmesdumaroc.com/author/fdm ==> True, https://femmesdumaroc.com/ ==> True"
https://medi1tv.com/,"redaction@medi1tv.com, info@medi1tv.com, commercial@regie3.ma, recrutement@medi1tv.com","00212539399800, +212539394507, 00212539394507, +212539399800",https://www.facebook.com/medi1tv,https://www.twitter.com/medi1tv,https://www.instagram.com/medi1tv,https://www.linkedin.com/company/medi1tv/,https://www.youtube.com/medi1tv,,"https://medi1tv.com/ar/chaine ==> True, https://medi1tv.com/ar/reportages/invites ==> True, https://medi1tv.com/ar/%D8%B6%D9%8A%D9%81-%D8%A7%D9%84%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1 ==> True, https://medi1tv.com/ar/%23 ==> True, https://medi1tv.com/ar/regie ==> True, https://medi1tv.com/ ==> True, https://medi1tv.com/ar/contact ==> True"
https://madame.lefigaro.fr/,"pubprint@figaromedias.fr, pubweb@figaromedias.fr, syndication-service@lefigaro.fr",,"https://fr-fr.facebook.com/MadameFigaro/, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fmadame.lefigaro.fr%2Fcontacts&amp;display=popup","https://twitter.com/Madamefigaro, https://twitter.com/intent/tweet?url=https%3A%2F%2Fmadame.lefigaro.fr%2Fcontacts&amp;text=Madame%20Figaro%20-%20%C3%A0%20lire%20%3A%20Contacts","https://www.instagram.com/madamefigarofr/?hl=fr, https://www.instagram.com/madofficiel/","https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Fmadame.lefigaro.fr%2Fcontacts, https://www.linkedin.com/showcase/madame-figaro/",,,"https://madame.lefigaro.fr/ ==> True, https://faq.lefigaro.fr/hc/fr ==> False, https://madame.lefigaro.fr/contacts ==> True"
https://golf.lefigaro.fr/,,,https://fr-fr.facebook.com/lefigaro/,"https://twitter.com/MEDIAFIGARO, https://twitter.com/Le_Figaro","https://www.instagram.com/media.figaro/, https://www.instagram.com/lefigaro/, https://www.instagram.com/14h_mediafigaro/","https://www.linkedin.com/company/le-figaro/mycompany/, https://www.linkedin.com/company/mediafigaro/",,https://www.tiktok.com/@lefigaro,"https://faq.lefigaro.fr/hc/fr?utm_source=faq&utm_medium=internal&utm_campaign=footer ==> False, https://faq.lefigaro.fr/hc/fr ==> False, https://media.figaro.fr/ ==> True, https://golf.lefigaro.fr/ ==> True"
https://www.avito.ma/,,,https://www.facebook.com/Avito.ma,https://www.twitter.com/Avitoma,https://www.instagram.com/avito.ma,https://www.linkedin.com/company/avitomaroc/,https://www.youtube.com/channel/UCtslQB0IQ98Hfd-V3rNhzjA,,https://www.avito.ma/ ==> True
http://nouchi.com/,,910111213141516171819202122232425262728293031,https://www.facebook.com/nouchicom,https://twitter.com/share,,,,,"http://nouchi.com/ ==> True, http://nouchi.com/contact.html ==> False, http://nouchi.com/publicite.html ==> False"
